Is, NN
SumOfUs, NN
Well, RB
Done, NN
California, NNP
you, PRP
have, VB
seen, VBN
the, DT
Light, NN
now, RB
tell, NN
everyone, NN
one, CD
else, RB
how, WRB
Barbaric, NNP
this, DT
place, NN
is, VBZ
., .
Fuck, NN
the, DT
Barclays, NNS
I, PRP
running, VBG
ATM, NN
QuickTime, NN
., .
Does, VBZ
take, VB
a, DT
genius, NN
to, TO
work, NN
out, IN
Barry, NNP
Manilow, NN
has, VBZ
had, VBD
surgery, NN
He, PRP
looking, VBG
like, IN
the, DT
rat, NN
from, IN
the, DT
kids, NNS
film, NN
Ratatouille, NNS
jonathonross, NN
., .
Epic, NN
day, NN
MiltonKeynesWCX, NN
unlikely_outlaw, NN
BeckyBonnett, NNP
CorleyCycles, NNS
TheParksTrust, NN
sven, RB
camo, NN
commentator, NN
., .
One, CD
of, IN
the, DT
best, JJS
beers, NNS
I, PRP
tried, VBN
this, DT
yearHoney, NN
Porter, NN
StPetersBrewery, NN
BeerOClockShow, NN
PerfectPintUK, NN
., .
SimpleUserID, NN
DESTIHLbrewery, NN
SecuLawyer, NN
Skeptical_G, NN
FruitOfNoah, NN
Tribod, NN
slang4201, NN
Beersies, NNS
HopticalA, NN
Another, DT
beauty, NN
Juan, NN
., .
When, WRB
in, IN
Belgium, NN
or, CC
the, DT
next, JJ
best, JJS
thing, NN
MiltonKeynesWCX, NN
MKWCX, NN
., .
BelvoirLettings, NNS
any, DT
tenants, NNS
of, IN
Milton, NNP
Keynes, NNS
branch, NN
have, VB
their, PRP$
emergency, NN
numbers, NNS
., .
gemmastorey, NN
Ben, NNP
was, VBD
so, RB
out, IN
of, IN
tune, NN
last, JJ
night, NN
., .
MahalKoXiKim, NN
cto, NN
psssssstt, NN
Berly, RB
contain, NN
yourself, PRP
charooooooot, NN
Past, NN
Tense, NN
Cleaven, NN
alex_2978, NN
via, IN
vine, NN
., .
billiebutler, NN
it, PRP
time, NN
to, TO
stop, NN
playing, VBG
the, DT
racism, NN
card, NN
and, CC
realise, NN
that, IN
all, DT
races, NNS
are, VBP
attacked, VBN
every, DT
single, JJ
day, NN
okay, NN
Billie, NNP
., .
German, JJ
market, NN
was, VBD
so, RB
pretty, RB
yesterday, NN
in, IN
Birmingham, NNP
such, JJ
a, DT
good, JJ
weekend, NN
with, IN
bestfriend, NN
., .
Birmingham, NNP
German, JJ
Christmas, NN
Market, NN
️, NN
bedsmas14, NN
., .
Next, JJ
time, NN
someone, NN
complains, NNS
about, IN
the, DT
culturally, RB
homogenising, VBG
effect, NN
of, IN
immigration, NN
I, PRP
point, NN
to, TO
the, DT
eejits, NNS
taking, VBG
part, NN
in, IN
Black, NN
Friday, NNP
., .
Shopping, VBG
in, IN
MK, NN
on, IN
Black, NN
Friday, NNP
Swing, VBG
by, IN
and, CC
take, VB
advantage, NN
of, IN
this, DT
great, JJ
offer, NN
from, IN
main, JJ
menu, NN
Eat, NN
in, IN
or, CC
takeaway, NN
., .
Up, IN
city, NN
on, IN
Black, NN
Friday, NNP
and, CC
3, CD
spaces, NNS
become, NN
free, JJ
at, IN
the, DT
same, JJ
time, NN
in, IN
front, NN
of, IN
me, PRP
lucky, JJ
day, NN
., .
Black, NN
Friday, NNP
deal, NN
50, CD
off, IN
garden, NN
design, NN
for, IN
15, NNS
get, VB
that, IN
garden, NN
u, NN
want, NN
5, CD
referral, JJ
fee, NN
paid, NN
to, TO
u, NN
if, IN
u, NN
pass, NN
on, IN
work, NN
Guaranteed, VBN
., .
Instead, RB
of, IN
another, DT
retail, JJ
marketing, NN
tactic, JJ
4, CD
gullible, JJ
consumers, NNS
BlackFriday, NN
why, WRB
not, RB
have, VB
a, DT
A, DT
kind, NN
deed, NN
for, IN
someone, NN
Friday, NNP
Free, JJ
Helpful, JJ
., .
Blackburngeorge, NN
Gooner_Rafa, NN
no, DT
george, NN
what, WP
required, VBN
is, VBZ
a, DT
player, NN
who, WP
can, MD
lift, NN
the, DT
team, NN
spur, NN
them, PRP
on, IN
lead, NN
by, IN
example, NN
We, PRP
do, VBP
have, VB
that, IN
., .
Blackburngeorge, NN
Gooner_Rafa, NN
from, IN
the, DT
boardroom, NN
to, TO
the, DT
boot, NN
boy, NN
there, EX
problems, NNS
at, IN
arsenal, NN
., .
Blackburngeorge, NN
Gooner_Rafa, NN
no, DT
george, NN
it, PRP
quite, RB
clear, JJ
he, PRP
not, RB
even, RB
telling, VBG
them, PRP
Otherwise, RB
he, PRP
have, VB
done, VBN
so, RB
yesterday, NN
would, MD
he, PRP
., .
Gooner_Rafa, NN
Blackburngeorge, NN
lol, NN
after, IN
this, DT
season, NN
he, PRP
probably, RB
do, VB
well, RB
on, IN
the, DT
continent, NN
as, IN
a, DT
cb, NN
., .
double_canister, NN
StupidDeluxe, NN
Blackburngeorge, NN
interesting, VBG
santi, NN
and, CC
Ramsey, NN
almost, RB
identical, JJ
positions, NNS
., .
gooner1947, NN
where, WRB
Blackwood, NN
in, IN
Wales, NNS
Rural, JJ
., .
Reunited, VBN
with, IN
this, DT
creature, NN
Bletchley, NNP
College, NN
., .
This, DT
is, VBZ
the, DT
actual, JJ
bar, NN
used, VBN
in, IN
The, DT
imitation, NN
Game, NN
only, RB
a, DT
week, NN
was, VBD
actually, RB
filmed, VBN
at, IN
Bletchley, NNP
Park, NN
., .
Just, RB
posted, VBN
a, DT
video, NN
Bletchley, NNP
Park, NN
., .
I, PRP
at, IN
BletchleyPark, NN
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
w, NN
kwaazi, NN
., .
Desiree_Laverne, NN
Ivory, NN
has, VBZ
Blood, NN
Pain, NN
And, CC
Misery, NN
flowing, VBG
through, IN
it, PRP
Do, VB
not, RB
inflict, NN
that, IN
on, IN
any, DT
more, RBR
Elephants, NNS
., .
RadioAmbridge, NN
Christmas, NN
window, NN
shopping, NN
in, IN
Borchester, NN
Carrie, NN
Grundy, NNP
would, MD
love, NN
this, DT
., .
Brain, NN
ache, NN
., .
It, PRP
like, IN
that, IN
time, NN
in, IN
Brazil, NNP
Massa, NNP
family, NN
celebrate, NN
Oh, UH
no, DT
Lewis, NNP
has, VBZ
crossed, VBN
the, DT
line, NN
YEEEEAAAAHHHH, NN
., .
TheRealist_Jay, NN
ffs, NNS
is, VBZ
that, IN
another, DT
ignorant, NN
American, JJ
or, CC
a, DT
Brit, NN
., .
sj17burns, NNS
Boycott, NN
British, JJ
Cruel, NN
Airways, NNS
., .
oceanCRIES, NN
British_Airways, NNS
Boycott, NN
Btitish, JJ
Airways, NNS
., .
roast, NN
Browns, NNS
in, IN
Milton, NNP
Keynes, NNS
., .
Bruce, VB
Grobbelaar, NN
sticking, VBG
his, PRP$
nose, RB
in, IN
Forgets, NNS
that, IN
the, DT
managers, NNS
he, PRP
worked, VBN
under, IN
were, VBD
moulded, VBN
from, IN
the, DT
era, NN
of, IN
Shankley, NN
6YrsNoTrophy, CD
LFC, NN
., .
A, DT
friend, NN
has, VBZ
just, RB
come, VB
back, RB
from, IN
Brussels, NNS
with, IN
some, DT
vegan, NN
cherry, NN
beer, NN
for, IN
me, PRP
Not, RB
a, DT
massive, JJ
fan, NN
of, IN
., .
nickimonge, NN
Nah, NN
who, WP
changed, VBN
my, PRP$
Twitter, NN
picture, NN
Bruv, NN
I, PRP
am, VBP
gon, NN
whitey, NN
you, PRP
look, NN
shockingly, RB
beauts, NNS
., .
oceanCRIES, NN
British_Airways, NNS
Boycott, NN
Btitish, JJ
Airways, NNS
., .
Learning, VBG
BPO, NN
Services, NNS
Classroom, NN
Technology, NN
Accenture, NN
Buckinghamshire, NN
Milton, NNP
Keynes, NNS
IT, NN
Job, NN
., .
Having, VBG
a, DT
domestic, JJ
at, IN
IKEALiving, VBG
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
., .
I, PRP
at, IN
XscapeMk, NN
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
., .
Winslow, IN
in, IN
Buckinghamshire, NN
looks, NNS
like, IN
a, DT
Dickensian, JJ
Christmas, NN
scene, NN
tonight, NN
I, PRP
love, NN
England, NNP
x, NN
., .
Milton, NNP
Keynes, NNS
Central, JJ
Library, JJ
mklibraries, NNS
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
., .
I, PRP
at, IN
McDonald, NNP
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
., .
I, PRP
at, IN
BletchleyPark, NN
in, IN
Milton, NNP
Keynes, NNS
Buckinghamshire, NN
w, NN
kwaazi, NN
., .
Today, NN
I, PRP
at, IN
the, DT
BAFSAfocus, NN
seminar, NN
on, IN
Sprinklers, NNS
in, IN
Warehouses, NNS
hosted, VBN
by, IN
Bucksfire, NN
., .
Another, DT
lovely, RB
outing, VBG
tonight, NN
watching, VBG
the, DT
dressage, NN
Bury_Farm, NN
., .
I, PRP
at, IN
ByronHamburgers, NNS
in, IN
Milton, NNP
Keynes, NNS
w, NN
tyseley, NN
doogleq, NN
., .
C63, NN
AMG, NN
Black, NN
silver, NN
without, IN
that, IN
rear, NN
wing, VBG
Rude, NN
Jon_686, NN
., .
MiltonKeynesWCX, NN
martingujan, NN
OMProTeam, NN
sven_nys, NN
Jerm_Durrin, NN
me, PRP
CJoyAnthony, NN
in, IN
the, DT
background, NN
., .
WrestlinGifs, NNS
CM, NN
Punk, NN
throwbackthursday, NN
savaaggeee, NN
., .
At, IN
Subway, NN
CMK, NN
rail, NN
station, NN
for, IN
pre, NN
match, NN
snack, NN
., .
duncs197916, NN
djbeard1, NN
Done, NN
well, RB
getting, VBG
CMS, NN
back, RB
He, PRP
should, MD
bang, NN
a, DT
fair, NN
few, JJ
away, RB
in, IN
that, IN
league, NN
., .
Like, IN
I, PRP
dunno, NN
what, WP
happening, VBG
right, NN
now, RB
CSmilliexo, NN
harrietpurnellx, NN
ALFIEgaspar, NN
., .
robertkingsland, NN
alexpaton123, NN
DewDogsDad, NN
MiltonKeynesWCX, NN
the, DT
Tom, NNP
Jones, NNP
of, IN
CX, NN
., .
The, DT
sun, NN
sets, NNS
on, IN
a, DT
historic, NN
day, NN
for, IN
britishcycling, NN
CX, NN
at, IN
the, DT
MKCXWC, NN
MiltonKeynesWCX, NN
today, NN
Mkwcx, NN
At, IN
., .
lynxlynx8, NN
SeaWorld, NN
SumOfUs, NN
Well, RB
Done, NN
California, NNP
you, PRP
have, VB
seen, VBN
the, DT
Light, NN
now, RB
tell, NN
everyone, NN
one, CD
else, RB
how, WRB
Barbaric, NNP
this, DT
place, NN
is, VBZ
., .
Excitement, NN
is, VBZ
growing, VBG
Tminus1day, NN
miltonkeyneswcx, NN
Campbell, NN
Park, NN
., .
Arrived, VBN
for, IN
World, NN
Cyclo, NN
Cross, NN
mkwcx, NN
Campbell, NN
Park, NN
in, IN
Milton, NNP
Keynes, NNS
UK, NN
w, NN
peterjlambert, NN
oliverwaters, NNS
., .
MKCXWC, NN
Just, RB
a, DT
taste, NN
of, IN
the, DT
atmosphere, RB
today, NN
MiltonKeynesWCX, NN
Mkwcx, NN
At, IN
Campbell, NN
Park, NN
., .
What, WP
a, DT
crowd, NN
and, CC
what, WP
a, DT
natural, JJ
amphitheater, NN
Campbell, NN
Park, NN
was, VBD
today, NN
MiltonKeynesWCX, NN
MKCXWC, NN
UCI, NN
., .
TheSilverLineUK, NN
CareQualityComm, NN
bttowerlondon, NN
amazing, VBG
my, PRP$
dad, NN
starting, VBG
work, NN
for, IN
silver, NN
line, NN
soon, RB
Such, JJ
great, JJ
work, NN
MakingADifference, NN
., .
drinkaware, NN
NHSChoices, NNS
VirginCare, NN
CarersUK, NN
DiabetesUK, NN
DementiaUK, NN
all, DT
local, JJ
at, IN
WoughtonCC, NN
health, NN
event, NN
., .
RadioAmbridge, NN
Christmas, NN
window, NN
shopping, NN
in, IN
Borchester, NN
Carrie, NN
Grundy, NNP
would, MD
love, NN
this, DT
., .
Found, IN
a, DT
Monty, NN
Montythepenguin, NN
John, NNP
Lewis, NNP
Central, JJ
Milton, NNP
Keynes, NNS
., .
Drogba, NN
scores, NNS
in, IN
the, DT
Champions, NNS
League, NN
in, IN
Germany, NNP
., .
oldpicsarchive, JJ
Charlton, NN
Heston, NNP
being, VBG
photographed, VBN
by, IN
an, DT
ape, NN
on, IN
the, DT
set, NN
of, IN
Planet, NN
of, IN
the, DT
Apes, NNS
., .
ChemistryVids, NNS
Chemical, NNP
Reaction, NN
Styrofoam, NN
and, CC
Acetone, NN
., .
VirginTrains, NNS
wats, NNS
d, NN
best, JJS
thing, NN
to, TO
do, VB
Cn, NN
we, PRP
board, NN
the, DT
nxt, NN
train, NN
to, TO
Chester, NN
when, WRB
we, PRP
arrive, JJ
at, IN
Crewe, NN
station, NN
not, RB
have, VB
to, TO
buy, VB
tickets, NNS
again, RB
., .
The, DT
Disney, NN
store, NN
at, IN
Christmas, NN
is, VBZ
magical, JJ
., .
Last, JJ
bit, NN
of, IN
Christmas, NN
shopping, NN
Sunday, NNP
sorted, VBN
., .
Love, VB
the, DT
Christmas, NN
decorations, NNS
in, IN
MK, NN
❄, NN
The, DT
Centre, NN
MK, NN
Shopping, VBG
Centre, NN
., .
Christmas, NN
this, DT
way, NN
>, NN
Hobby, NN
Craft, NN
., .
frazermccoll, NN
MercedesAMG, NN
ah, NN
no, DT
the, DT
S, NN
63, CD
AMG, NN
Coupe, NN
is, VBZ
your, PRP$
Christmas, NN
present, NN
., .
I, PRP
have, VB
literally, RB
bought, NN
Hannah, NN
the, DT
sassiest, NN
Christmas, NN
present, NN
ever, RB
Ca, NNP
wait, NN
to, TO
give, VB
it, PRP
to, TO
her, PRP$
., .
Christmas, NN
is, VBZ
coming, VBG
in, IN
a, DT
BIG, NN
way, NN
amscan, JJ
showroom, NN
., .
Ca, NNP
believe, VB
I, PRP
be, VB
spending, NN
Christmas, NN
this, DT
year, NN
in, IN
the, DT
sun, NN
☀️, NN
gonnabeweird, NN
., .
Grabbing, VBG
a, DT
coffee, NN
while, IN
Christmas, NN
shopping, NN
redcups, NNS
., .
Christmas, NN
shopping, NN
selfie, NN
., .
Winslow, IN
in, IN
Buckinghamshire, NN
looks, NNS
like, IN
a, DT
Dickensian, JJ
Christmas, NN
scene, NN
tonight, NN
I, PRP
love, NN
England, NNP
x, NN
., .
Loving, VBG
habitatuk, NN
Christmas, NN
2014, CD
collection, NN
Christmas, NN
ourhabitat, NN
myhabitat, NN
., .
I, PRP
wonder, NN
how, WRB
much, JJ
it, PRP
would, MD
be, VB
to, TO
hire, NN
the, DT
whole, JJ
city, NN
centre, NN
so, RB
I, PRP
can, MD
do, VB
my, PRP$
Christmas, NN
shopping, NN
anyone, NN
wan, NN
go, VB
halfs, NN
xox, NN
., .
Birmingham, NNP
German, JJ
Christmas, NN
Market, NN
️, NN
bedsmas14, NN
., .
Okay, NN
guys, NNS
25, CD
days, NNS
left, NN
for, IN
Christmas, NN
bod, NN
wake, NN
up, RB
on, IN
25, CD
12, CD
2014, CD
feeling, VBG
great, JJ
need, NN
help, NN
Check, VB
out, IN
james_a_pt, NN
MusclePowerMK, NN
., .
Look, VB
I, PRP
get, VB
to, TO
chalk, NN
if, IN
the, DT
days, NNS
til, NN
Christmas, NN
Woo, NN
hoo, NN
., .
Christmas, NN
decorations, NNS
are, VBP
up, RB
., .
I, PRP
at, IN
Cineworld, NN
for, IN
The, DT
Hunger, NN
Games, NNS
Mockingjay, NN
Part, NN
1, CD
in, IN
MK, NN
Milton, NNP
Keynes, NNS
., .
MahalKoXiKim, NN
cto, NN
psssssstt, NN
Berly, RB
contain, NN
yourself, PRP
charooooooot, NN
Past, NN
Tense, NN
Cleaven, NN
alex_2978, NN
via, IN
vine, NN
., .
Colchester, NN
at, IN
home, NN
today, NN
let, NN
hope, NN
we, PRP
can, MD
do, VB
abit, NN
better, RBR
than, IN
last, JJ
season, NN
when, WRB
we, PRP
had, VBD
about, IN
30, CD
shots, NNS
and, CC
drew, NN
0, CD
0, CD
., .
ComfortRay, NN
SecuLawyer, NN
All, DT
Ive, NN
heard, NN
all, DT
week, NN
is, VBZ
Oz, NN
Oz, NN
Oz, NN
Oz, NN
Seriously, RB
At, IN
home, NN
at, IN
work, NN
on, IN
twitter, NN
Now, RB
the, DT
kids, NNS
are, VBP
watchin, NN
I, CD
a, DT
celeb, NN
., .
Got, NNP
Robbie, NN
and, CC
Connor, NN
making, VBG
me, PRP
dinner, NN
have, VBP
I, PRP
., .
Connor, NN
Burton, NNP
Oi, NN
Megan, NNP
is, VBZ
actually, RB
retarded, VBD
stfu, NN
., .
Epic, NN
day, NN
MiltonKeynesWCX, NN
unlikely_outlaw, NN
BeckyBonnett, NNP
CorleyCycles, NNS
TheParksTrust, NN
sven, RB
camo, NN
commentator, NN
., .
Beautiful, JJ
sunset, NN
in, IN
Widemouth, NN
Bay, NN
yesterday, NN
CornishPhotos1, NN
CornwallHour, NN
., .
Costa, NN
scores, NNS
in, IN
a, DT
team, NN
that, IN
is, VBZ
world, NN
class, NN
and, CC
probably, RB
go, VB
on, IN
tobe, NN
invisible, JJ
Aguero, NN
scores, NNS
in, IN
a, DT
team, NN
that, IN
is, VBZ
out, IN
of, IN
form, NN
and, CC
saved, VBN
them, PRP
., .
VirginTrains, NNS
wats, NNS
d, NN
best, JJS
thing, NN
to, TO
do, VB
Cn, NN
we, PRP
board, NN
the, DT
nxt, NN
train, NN
to, TO
Chester, NN
when, WRB
we, PRP
arrive, JJ
at, IN
Crewe, NN
station, NN
not, RB
have, VB
to, TO
buy, VB
tickets, NNS
again, RB
., .
CrossleyCallum, NN
sums, NNS
up, RB
my, PRP$
life, NN
that, IN
word, NN
does, VBZ
., .
Men, NN
Elite, NNS
Cyclo, NN
cross, NN
World, NN
Cup, NN
MiltonKeynesWCX, NN
MKWCX, NN
., .
Great, NN
racing, VBG
wcmiltonkeynes, NNS
UCI, NN
World, NN
Cup, NN
Cyclocross, NN
Milton, NNP
Keynes, NNS
., .
Interesting, VBG
riding, VBG
conditions, NNS
at, IN
Milton, NNP
Keynes, NNS
Cyclocross, NN
Nationals, NNS
., .
SimpleUserID, NN
DESTIHLbrewery, NN
SecuLawyer, NN
Skeptical_G, NN
FruitOfNoah, NN
Tribod, NN
slang4201, NN
Beersies, NNS
HopticalA, NN
Another, DT
beauty, NN
Juan, NN
., .
DOLPH, NN
ZIGGLER, NN
SuriviorSeries, NNS
WWESURVIVORSERIES, NNS
WWENetwork, NN
WWE, NN
., .
OfficialRandL, NN
DanielPCarter, NN
would, MD
absolutely, RB
love, NN
to, TO
see, VB
icriedwolfuk, NN
in, IN
the, DT
pit, NN
stage, NN
at, IN
reading, NN
in, IN
2015, CD
R, NN
L2015, NN
., .
BBCTheArchers, NNS
David, NNP
you, PRP
should, MD
have, VB
listened, VBN
to, TO
your, PRP$
Mother, NN
on, IN
Lakey, NN
hill, NN
do, VBP
choose, NN
Money, NN
over, IN
your, PRP$
rural, JJ
roots, NNS
and, CC
sell, NN
out, IN
Ambridge, NN
., .
I, PRP
at, IN
David, NNP
Lloyd, NN
in, IN
Milton, NNP
Keynes, NNS
UK, NN
., .
DavidAFC68, NN
lol, NN
not, RB
watching, VBG
it, PRP
but, CC
judging, NN
by, IN
my, PRP$
tl, NN
it, PRP
gon, NN
happen, VB
., .
Debenhams, NNS
Milton, NNP
Keynes, NNS
85, CD
and, CC
30, CD
off, IN
ghoulinaa, NN
., .
drinkaware, NN
NHSChoices, NNS
VirginCare, NN
CarersUK, NN
DiabetesUK, NN
DementiaUK, NN
all, DT
local, JJ
at, IN
WoughtonCC, NN
health, NN
event, NN
., .
Lols, NNS
Derpey, NN
The, DT
Chair, NN
Scare, NN
., .
Desiree_Laverne, NN
Ivory, NN
has, VBZ
Blood, NN
Pain, NN
And, CC
Misery, NN
flowing, VBG
through, IN
it, PRP
Do, VB
not, RB
inflict, NN
that, IN
on, IN
any, DT
more, RBR
Elephants, NNS
., .
Watching, VBG
Despicable, JJ
Me, NN
at, IN
youth, NN
group, NN
., .
robertkingsland, NN
alexpaton123, NN
DewDogsDad, NN
MiltonKeynesWCX, NN
the, DT
Tom, NNP
Jones, NNP
of, IN
CX, NN
., .
drinkaware, NN
NHSChoices, NNS
VirginCare, NN
CarersUK, NN
DiabetesUK, NN
DementiaUK, NN
all, DT
local, JJ
at, IN
WoughtonCC, NN
health, NN
event, NN
., .
The, DT
Disney, NN
store, NN
at, IN
Christmas, NN
is, VBZ
magical, JJ
., .
Drogba, NN
scores, NNS
in, IN
the, DT
Champions, NNS
League, NN
in, IN
Germany, NNP
., .
sligokitty, NN
Dustbowlrefugee, NN
Good, JJ
luck, NN
cxbeaver, NN
., .
I, PRP
sorry, NN
dear, NN
tweet, NN
people, NNS
After, IN
8500, CD
miles, NNS
I, PRP
return, NN
the, DT
E, NN
63, CD
AMG, NN
with, IN
too, RB
much, JJ
rear, NN
tread, NN
MustTryHarder, NN
., .
I, PRP
never, RB
seen, VBN
someone, NN
get, VB
as, IN
much, JJ
abuse, NN
on, IN
here, RB
as, IN
ENGLAND, NN
second, JJ
all, DT
time, NN
top, NN
scorer, NN
GaryLineker, NN
Give, VB
the, DT
guy, NN
a, DT
break, NN
thickskin, NN
., .
The, DT
perfect, NN
stocking, VBG
filler, NN
for, IN
the, DT
budding, NN
space, NN
scientist, NN
Only, RB
67p, CD
ESA_Rosetta, NN
OUstudents, NNS
dpsawayday, NN
., .
El_Est98, NN
wcw, NN
omg, NN
thank, NN
you, PRP
., .
Elliiekirk_, NN
GeorgeFaulkner, NN
he, PRP
does, VBZ
Quotes, NNS
the, DT
rest, NN
of, IN
the, DT
movie, NN
it, PRP
one, CD
of, IN
his, PRP$
favourite, NN
films, NNS
Not, RB
quite, RB
sure, NN
how, WRB
to, TO
feel, NN
about, IN
it, PRP
., .
Love, VB
listening, VBG
to, TO
Eminem, NN
when, WRB
I, PRP
angry, JJ
., .
Happy, JJ
graduation, NN
day, NN
to, TO
mee, NN
❌, NN
do, VBP
fall, NN
over, IN
EmmaBurrows_, NN
xxx, NN
., .
I, PRP
just, RB
began, VBD
a, DT
mountain, NN
biking, NN
workout, NN
using, VBG
Endomondo, NN
Peptalk, NN
me, PRP
now, RB
., .
Winslow, IN
in, IN
Buckinghamshire, NN
looks, NNS
like, IN
a, DT
Dickensian, JJ
Christmas, NN
scene, NN
tonight, NN
I, PRP
love, NN
England, NNP
x, NN
., .
AlexChaffer, NN
Here, RB
what, WP
Gündoğan, NN
had, VBD
to, TO
say, VB
on, IN
the, DT
quotes, NNS
In, IN
English, JJ
., .
My, PRP$
Spanish, JJ
essay, NN
was, VBD
literally, RB
me, PRP
adding, VBG
ario, NN
o, NN
ar, NN
er, NN
and, CC
ir, NN
to, TO
every, DT
English, JJ
word, NN
in, IN
the, DT
dictionary, JJ
., .
My, PRP$
wildbangarang, NN
Eric, NNP
are, VBP
on, IN
and, CC
I, PRP
ready, JJ
for, IN
aerial, JJ
hoop, NN
polenastics, NNS
Happy, JJ
Friday, NNP
., .
Best, JJS
boxer, NN
won, NN
Eubanks, NNS
gon, NN
be, VB
a, DT
decent, NN
fighter, NN
though, IN
if, IN
he, PRP
can, MD
sort, NN
it, PRP
out, IN
Misses, NNS
way, NN
too, RB
much, JJ
Just, RB
throws, NNS
at, IN
times, NNS
and, CC
hopes, NNS
4, CD
best, JJS
., .
Haha, NN
what, WP
a, DT
joke, NN
the, DT
Europa, NN
League, NN
is, VBZ
., .
JonnieLovepole, NN
good, JJ
old, JJ
Vicky, JJ
Coren, NNS
A, DT
millionaire, NN
with, IN
brains, NNS
and, CC
enormous, JJ
breasts, NNS
Only, RB
ever, RB
2, CD
time, NN
winner, NN
on, IN
the, DT
European, JJ
Poker, NN
Tour, NN
., .
TeamVirginTrain, NN
Goodnight, NN
Leaving, VBG
you, PRP
with, IN
this, DT
one, CD
from, IN
London, NNP
Euston, NN
Traindeer, NN
get, VB
Traindeer, NN
trending, VBG
fb, NN
., .
snaffleweb, NN
Evil, NN
Twin, NN
Brewing, NN
Imperial, JJ
IPA, NN
just, RB
leaving, VBG
the, DT
building, NN
13, CD
cambosis, NN
GoodBeerTweet, NN
., .
Well, RB
done, VBN
for, IN
making, VBG
Exeter, NN
fans, NNS
travel, NN
up, RB
to, TO
Accrington, NNP
on, IN
a, DT
Friday, NNP
night, NN
you, PRP
well, RB
good, JJ
at, IN
thinking, VBG
of, IN
the, DT
fans, NNS
football_league, NN
., .
18DialSquare86, CD
Gooner11396, NN
ram_gooner182, NN
Memz_Dogi, NN
game, NN
People, NNS
frustrations, NNS
are, VBP
justified, JJ
The, DT
FA, NN
cup, NN
win, NN
was, VBD
ace, NN
and, CC
he, PRP
deserves, NNS
., .
18DialSquare86, CD
attwood10, NN
he, PRP
should, MD
go, VB
right, NN
now, RB
are, VBP
all, DT
WOB, NNP
woth, NN
agendas, NNS
dismissing, VBG
FA, NN
cup, NN
win, NN
if, IN
that, IN
makes, VBZ
sense, NN
Many, JJ
likely, JJ
., .
rrrosco, NN
umm, NN
As, IN
in, IN
from, IN
FF7, NN
Lol, NN
., .
Not, RB
much, JJ
of, IN
a, DT
mention, NN
of, IN
MK, NN
Dons, NNS
on, IN
FLS, NN
shuuuush, NN
Keep, VB
talking, VBG
about, IN
everyone, NN
else, RB
., .
Great, NN
that, IN
thecentremk, NN
have, VB
renamed, VBN
parts, NNS
of, IN
the, DT
centre, NN
after, IN
cyclocross, NN
riders, NNS
FieldyCX, NN
MiltonKeynesWCX, NN
., .
sven_nys, NN
new, JJ
to, TO
cyclo, NN
cross, NN
From, IN
YouTube, NN
and, CC
Flemish, JJ
commentary, NN
to, TO
live, JJ
action, NN
just, RB
the, DT
best, JJS
bike, NN
action, NN
ever, RB
loved, VBN
it, PRP
now, RB
a, DT
big, JJ
fan, NN
., .
Oh, UH
dear, NN
Fleur, NN
has, VBZ
come, VB
dressed, VBN
as, IN
Jo, NN
from, IN
S, NN
Club, NN
7, CD
., .
Footy, NN
Real, JJ
Madrid, NNP
last, JJ
15, CD
games, NNS
Games, NNS
Won, NN
15, CD
Goals, NNS
Scored, VBN
57Goals, NNS
Conceded, VBN
8Clean, CD
Sheets, NNS
8, CD
jeeze, NN
., .
FootyHumour, NN
The, DT
referee, NN
said, VBD
no, DT
penalty, NN
how, WRB
., .
Sainz, NN
Jr, NN
to, TO
race, NN
number, NN
55, CD
in, IN
Formula, NN
1http, CD
t, NN
co, NN
Gh3X6h8u1Q, NN
., .
The, DT
whole, JJ
Freddie, NNP
Joe, NN
Lindsey, NN
thing, NN
is, VBZ
annoying, VBG
me, PRP
now, RB
hollyoaks, NNS
., .
Just, RB
watched, VBN
Frozen, NNS
for, IN
the, DT
first, RB
time, NN
ever, RB
and, CC
knew, NNS
the, DT
words, NNS
to, TO
all, DT
the, DT
songs, NNS
How, WRB
productplacement, NN
., .
SimpleUserID, NN
DESTIHLbrewery, NN
SecuLawyer, NN
Skeptical_G, NN
FruitOfNoah, NN
Tribod, NN
slang4201, NN
Beersies, NNS
HopticalA, NN
Another, DT
beauty, NN
Juan, NN
., .
GaabiUbhi, NN
happy, JJ
birthday, NN
babes, NNS
Have, VB
the, DT
best, JJS
day, NN
love, NN
ya, NN
❤️, NN
., .
CONGRATS, NN
to, TO
my, PRP$
takethat, IN
boys, NNS
GaryBarlow, VB
HowardDonald, NNP
OfficialMarkO, NN
., .
I, PRP
never, RB
seen, VBN
someone, NN
get, VB
as, IN
much, JJ
abuse, NN
on, IN
here, RB
as, IN
ENGLAND, NN
second, JJ
all, DT
time, NN
top, NN
scorer, NN
GaryLineker, NN
Give, VB
the, DT
guy, NN
a, DT
break, NN
thickskin, NN
., .
Gatz77, NN
Read, VB
the, DT
book, NN
It, PRP
would, MD
make, VB
a, DT
lot, NN
